,loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
349,6216,5952,1994-09-30,141240,24,5885.0,0,50,POPLATEK MESICNE,1993-09-07,15565.3,0.0,2968.0,3684.0,3028.0,5885.3,1993-09-07,1994-09-22,953030.0,9343.43137254902,13062.498170171688,1000.0,107784.0,57219.705882352944,19476.273791557956,499450.0,65242.0,388338.0,3182.0,82718.0,494368.0,1900.0,370862.0,0.0,892348.0,33156.0,0.0,24224.0,120.0,3182.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1962-09-11,classic,1996-09-11
352,6228,6034,1993-12-01,464520,60,7742.0,1,6,POPLATEK TYDNE,1993-03-19,7741.8,0.0,0.0,0.0,0.0,7741.8,1993-03-19,1993-11-30,906836.0,13335.823529411764,12806.17888288047,200.0,125943.0,51760.08823529412,27848.614293742707,497104.0,120222.0,289510.0,1751.0,0.0,0.0,495353.0,409732.0,0.0,904875.0,0.0,0.0,0.0,210.0,1751.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1940-12-02,No Card,
354,6232,6051,1994-07-08,276660,36,7685.0,1,56,POPLATEK MESICNE,1993-08-28,7685.0,0.0,0.0,0.0,0.0,7685.0,1993-08-28,1994-07-07,202962.0,3499.344827586207,3063.8023306200953,500.0,32720.0,19257.0,6029.290505523847,111372.0,0.0,91590.0,729.0,0.0,0.0,110643.0,91590.0,0.0,180243.0,0.0,0.0,21900.0,90.0,729.0,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,OWNER,M,1949-05-18,No Card,
356,6235,6062,1998-04-19,321360,60,5356.0,1,24,POPLATEK MESICNE,1996-08-28,15964.0,0.0,0.0,0.0,10608.0,5356.0,1996-08-28,1998-04-13,1588163.0,11344.021428571428,13852.382762837971,700.0,116394.0,52905.47857142857,19287.96364958569,820041.0,149269.0,618853.0,3894.0,169728.0,803647.0,12500.0,598394.0,0.0,1414316.0,0.0,0.0,169728.0,225.0,3894.0,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,OWNER,M,1975-01-24,classic,1998-12-15
357,6237,6075,1998-01-06,407952,48,8499.0,1,19,POPLATEK MESICNE,1996-09-15,8499.0,0.0,0.0,0.0,0.0,8499.0,1996-09-15,1997-12-31,269409.0,3453.9615384615386,3084.550119557136,-1450.0,29697.0,14785.705128205129,6609.231071272955,140084.0,0.0,129325.0,958.0,0.0,0.0,139126.0,129325.0,0.0,234086.0,0.0,0.0,34200.0,165.0,958.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1974-02-28,No Card,
358,6239,6083,1997-09-28,360864,48,7518.0,1,6,POPLATEK TYDNE,1996-09-19,7518.0,0.0,0.0,0.0,0.0,7518.0,1996-09-19,1997-09-24,1213716.0,14112.976744186046,16062.117927139469,500.0,135384.0,52871.53488372093,31203.043350325595,620550.0,98326.0,494840.0,3165.0,0.0,0.0,617385.0,593166.0,0.0,1129911.0,0.0,0.0,80400.0,240.0,3165.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1977-10-26,No Card,
360,6244,6118,1995-01-08,270648,36,7518.0,1,1,POPLATEK TYDNE,1994-03-07,7518.0,0.0,0.0,0.0,0.0,7518.0,1994-03-07,1995-01-01,933021.0,12958.625,15907.647087846739,200.0,134501.0,60819.97222222222,29717.19618784422,492011.0,0.0,441010.0,4334.0,0.0,0.0,487677.0,441010.0,0.0,894277.0,0.0,0.0,34200.0,210.0,4334.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1937-11-04,No Card,
363,6254,6157,1997-12-28,247920,48,5165.0,1,34,POPLATEK MESICNE,1996-11-11,14688.2,0.0,0.0,0.0,9523.0,5165.2,1996-11-11,1997-12-22,922162.0,11110.385542168675,12170.752067901352,1000.0,110892.0,54799.903614457835,24844.57156570181,471110.0,34587.0,416465.0,2709.0,95230.0,0.0,468401.0,355822.0,0.0,824088.0,0.0,0.0,95230.0,135.0,2709.0,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,F,1942-04-04,classic,1997-12-23
364,6255,6158,1997-02-08,247920,48,5165.0,1,67,POPLATEK MESICNE,1996-05-13,5165.2,0.0,0.0,0.0,0.0,5165.2,1996-05-13,1997-02-07,46192.0,3079.4666666666667,4338.787879888422,200.0,31596.0,23594.266666666666,7544.863242788499,35092.0,0.0,11100.0,422.0,0.0,0.0,34670.0,11100.0,0.0,45770.0,0.0,0.0,0.0,0.0,422.0,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,OWNER,F,1957-04-16,No Card,
365,6272,6226,1994-12-20,398640,60,6644.0,1,74,POPLATEK TYDNE,1993-07-26,6643.7,0.0,0.0,0.0,0.0,6643.7,1993-07-26,1994-12-18,1423557.0,16552.988372093023,18029.489566031196,400.0,121690.0,63383.54651162791,21947.936184716764,741438.0,19059.0,663060.0,3591.0,0.0,737447.0,400.0,682119.0,0.0,1419606.0,0.0,0.0,0.0,360.0,3591.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1960-02-09,No Card,
370,6296,6358,1996-08-06,270384,48,5633.0,1,3,POPLATEK MESICNE,1995-05-27,18708.8,0.0,0.0,0.0,13076.0,5632.8,1995-05-27,1996-08-05,1079110.0,12403.563218390804,13502.91882373925,700.0,91294.0,47654.36781609195,18202.5185218298,568471.0,57029.0,453610.0,2419.0,130760.0,557652.0,8400.0,379879.0,0.0,945781.0,0.0,0.0,130760.0,150.0,2419.0,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,M,1962-04-07,No Card,
372,6302,6397,1996-09-16,181020,60,3017.0,1,48,POPLATEK MESICNE,1995-03-15,3016.7,0.0,0.0,0.0,0.0,3016.7,1995-03-15,1996-09-06,676464.0,7273.806451612903,7891.146890328463,500.0,60475.0,34005.967741935485,9801.709699412486,359492.0,35077.0,281895.0,2242.0,0.0,352950.0,4300.0,316972.0,0.0,674027.0,0.0,0.0,0.0,195.0,2242.0,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,F,1966-06-14,No Card,
375,6309,6434,1996-11-11,110136,24,4589.0,0,1,POPLATEK MESICNE,1995-05-08,9480.2,0.0,0.0,0.0,4891.0,4589.2,1995-05-08,1996-11-08,734618.0,11660.603174603175,14707.04594528636,400.0,140543.0,50815.77777777778,29148.0058353162,387682.0,0.0,346936.0,2398.0,29346.0,0.0,385284.0,317590.0,0.0,702784.0,0.0,0.0,29346.0,90.0,2398.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1958-02-24,No Card,
378,6313,6461,1997-06-15,150912,36,4192.0,1,50,POPLATEK MESICNE,1996-07-17,4192.5,0.0,0.0,0.0,0.0,4192.5,1996-07-17,1997-06-12,680769.0,10160.731343283582,12159.132935572003,700.0,111219.0,52250.26865671642,24634.90581353786,362252.0,60882.0,257635.0,1861.0,0.0,0.0,360391.0,318517.0,0.0,678773.0,0.0,0.0,0.0,135.0,1861.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,F,1975-09-27,classic,1998-04-27
381,6320,6495,1998-04-28,104964,12,8747.0,1,6,POPLATEK MESICNE,1996-07-23,17353.0,0.0,0.0,0.0,8606.0,8747.0,1996-07-23,1998-04-21,832952.0,6717.354838709677,7098.153307525196,500.0,67028.0,41026.32258064516,10342.300129874227,432870.0,0.0,400082.0,3246.0,146302.0,0.0,429624.0,253780.0,0.0,683164.0,0.0,0.0,146302.0,240.0,3246.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,M,1966-05-11,No Card,
384,6336,6555,1994-03-31,212400,36,5900.0,0,38,POPLATEK TYDNE,1993-03-05,5900.0,0.0,0.0,0.0,0.0,5900.0,1993-03-05,1994-03-30,802413.0,11301.591549295774,14293.600415747967,300.0,133215.0,51034.366197183095,27309.53851534527,433318.0,25725.0,343370.0,2221.0,0.0,0.0,431097.0,369095.0,0.0,799922.0,0.0,0.0,0.0,270.0,2221.0,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1966-10-24,No Card,
385,6338,6592,1997-08-24,390660,60,6511.0,1,1,POPLATEK MESICNE,1996-10-20,17265.7,0.0,0.0,0.0,10755.0,6510.7,1996-10-20,1997-08-22,1276044.0,15753.62962962963,15323.720033370199,300.0,164910.0,63544.765432098764,30163.772855145126,668499.0,0.0,607545.0,1914.0,86040.0,0.0,666585.0,521505.0,0.0,1187985.0,0.0,0.0,86040.0,105.0,1914.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1978-06-29,junior,1998-04-21
387,6346,6649,1997-05-22,100260,60,1671.0,1,1,POPLATEK MESICNE,1995-07-08,1671.0,0.0,0.0,0.0,0.0,1671.0,1995-07-08,1997-05-18,612930.0,9885.967741935483,13885.651757128788,1000.0,106482.0,40047.24193548387,21019.19531510676,345372.0,65998.0,201560.0,2819.0,0.0,0.0,342553.0,267558.0,0.0,610051.0,0.0,0.0,0.0,60.0,2819.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1967-07-19,classic,1997-08-02
388,6350,6678,1997-07-09,294384,48,6133.0,1,54,POPLATEK MESICNE,1996-01-03,6133.0,0.0,0.0,0.0,0.0,6133.0,1996-01-03,1997-07-06,1870843.0,14502.658914728681,14957.769238288078,1100.0,135487.0,61692.201550387595,26376.146671276405,958976.0,138742.0,773125.0,4180.0,0.0,0.0,954796.0,911867.0,0.0,1866438.0,0.0,0.0,0.0,225.0,4180.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1966-11-29,No Card,
389,6353,6686,1997-12-25,116496,24,4854.0,1,61,POPLATEK MESICNE,1996-02-10,4853.8,0.0,0.0,0.0,0.0,4853.8,1996-02-10,1997-12-17,1382243.0,11518.691666666668,12730.560946532378,600.0,84727.0,41285.208333333336,14317.109046886319,703254.0,133534.0,545455.0,3704.0,0.0,698950.0,600.0,678989.0,0.0,1378284.0,0.0,0.0,0.0,255.0,3704.0,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,OWNER,M,1958-10-07,No Card,
391,6355,6699,1997-09-24,127200,48,2650.0,1,35,POPLATEK MESICNE,1996-06-08,15457.2,0.0,5504.0,0.0,7303.0,2650.2,1996-06-08,1997-09-11,563525.0,5931.8421052631575,5867.617498874811,400.0,52869.0,28863.105263157893,9001.205106638803,301301.0,0.0,262224.0,1784.0,133574.0,254417.0,45100.0,128650.0,0.0,488561.0,0.0,0.0,73030.0,150.0,1784.0,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620,OWNER,M,1965-04-06,No Card,
394,6358,6715,1995-01-14,137880,60,2298.0,1,48,POPLATEK TYDNE,1993-09-15,2298.2,0.0,0.0,0.0,0.0,2298.2,1993-09-15,1995-01-10,536139.0,6024.033707865168,6081.062101552802,200.0,52658.0,24523.03370786517,11727.052763171765,278053.0,58156.0,199930.0,1544.0,0.0,241309.0,35200.0,258086.0,0.0,534265.0,0.0,0.0,0.0,330.0,1544.0,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,M,1963-03-12,No Card,
397,6386,6856,1997-04-30,124344,36,3454.0,1,43,POPLATEK MESICNE,1995-08-19,13770.0,0.0,794.0,6965.0,2557.0,3454.0,1995-08-19,1997-04-27,925059.0,6250.398648648648,10060.049799541246,321.0,103753.0,25654.445945945947,18425.08471603256,495751.0,7381.0,421927.0,2123.0,175372.0,0.0,493628.0,253936.0,0.0,760807.0,118405.0,0.0,43469.0,255.0,2123.0,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,OWNER,F,1979-06-08,No Card,
399,6402,6922,1998-12-06,139488,24,5812.0,1,3,POPLATEK TYDNE,1997-05-12,5811.7,0.0,0.0,0.0,0.0,5811.7,1997-05-12,1998-12-03,1353675.0,13016.10576923077,14442.21501979612,1100.0,95976.0,46755.432692307695,22241.985416269872,700816.0,83939.0,568920.0,3551.0,0.0,679965.0,17300.0,652859.0,0.0,1349704.0,0.0,0.0,0.0,420.0,3551.0,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,M,1969-09-04,No Card,
400,6403,6924,1995-12-05,194880,48,4060.0,1,74,POPLATEK MESICNE,1994-06-01,8644.5,0.0,0.0,0.0,4585.0,4059.5,1994-06-01,1995-11-30,925244.0,8188.0,9593.62947388228,300.0,71139.0,36421.46017699115,13195.90690803903,478123.0,69621.0,377500.0,2860.0,64190.0,474963.0,300.0,382931.0,0.0,857984.0,0.0,0.0,64190.0,210.0,2860.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1979-12-06,junior,1998-02-28
402,6415,6950,1997-02-12,475680,48,9910.0,1,36,POPLATEK MESICNE,1996-10-12,18471.0,0.0,0.0,0.0,8561.0,9910.0,1996-10-12,1997-02-09,160306.0,13358.833333333334,12364.981680928482,700.0,70405.0,40812.416666666664,20009.119772826925,103406.0,0.0,56900.0,407.0,0.0,0.0,102999.0,56900.0,0.0,159899.0,0.0,0.0,0.0,0.0,407.0,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,OWNER,F,1966-05-08,classic,1998-08-16
404,6435,7045,1997-06-16,288720,48,6015.0,1,51,POPLATEK MESICNE,1996-12-26,6015.3,0.0,0.0,0.0,0.0,6015.3,1996-12-26,1997-06-07,369418.0,17591.333333333332,17955.144678707922,400.0,102188.0,54677.333333333336,22227.424932576723,235803.0,0.0,133615.0,805.0,0.0,234598.0,400.0,133615.0,0.0,368598.0,0.0,0.0,0.0,15.0,805.0,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,OWNER,M,1943-04-19,classic,1998-09-30
405,6436,7049,1998-05-22,495180,60,8253.0,1,69,POPLATEK MESICNE,1997-10-12,8253.2,0.0,0.0,0.0,0.0,8253.2,1997-10-12,1998-05-16,711694.0,22957.870967741936,22819.899454557835,600.0,111650.0,44813.32258064516,28179.041336174065,372964.0,0.0,338730.0,972.0,0.0,371392.0,600.0,338730.0,0.0,710692.0,0.0,0.0,0.0,30.0,972.0,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,OWNER,F,1979-12-25,junior,1998-10-16
407,6442,7082,1998-02-08,194160,48,4045.0,1,57,POPLATEK MESICNE,1996-09-06,11885.0,0.0,1466.0,15.0,6359.0,4045.0,1996-09-06,1998-02-07,446349.0,3356.0075187969924,4412.571368632622,900.0,48106.0,28548.45112781955,7771.514468124937,238030.0,0.0,208319.0,1750.0,95299.0,0.0,236280.0,113020.0,0.0,367916.0,195.0,0.0,76308.0,180.0,1750.0,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,OWNER,F,1945-05-10,No Card,
408,6450,7099,1998-06-10,234336,48,4882.0,1,1,POPLATEK MESICNE,1996-08-20,17412.5,0.0,11766.0,528.0,236.0,4882.5,1996-08-20,1998-06-08,1358786.0,8040.153846153846,10968.5992480483,1000.0,90491.0,42818.53846153846,18387.027168178476,712532.0,52261.0,593993.0,3054.0,213538.0,703078.0,6400.0,432716.0,0.0,1341961.0,9504.0,0.0,4012.0,255.0,3054.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1971-12-03,No Card,
413,6468,7176,1997-11-30,203940,60,3399.0,1,1,POPLATEK MESICNE,1996-12-07,9509.0,0.0,0.0,0.0,6110.0,3399.0,1996-12-07,1997-11-12,526119.0,9742.944444444445,10646.998796572385,400.0,72580.0,42000.72222222222,13429.725893066214,288599.0,0.0,237520.0,1899.0,42770.0,0.0,286700.0,194750.0,0.0,481360.0,0.0,0.0,42770.0,90.0,1899.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1954-05-11,No Card,
416,6471,7184,1996-08-04,155640,24,6485.0,0,5,POPLATEK MESICNE,1995-06-19,12765.0,0.0,2155.0,691.0,3434.0,6485.0,1995-06-19,1996-07-31,608362.0,5793.92380952381,8412.543830832483,500.0,72839.0,45183.333333333336,13513.42825294292,324427.0,0.0,283935.0,2054.0,56520.0,0.0,322373.0,227415.0,0.0,569048.0,6219.0,0.0,30906.0,135.0,2054.0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,F,1943-01-07,No Card,
418,6486,7240,1998-01-15,152160,60,2536.0,1,17,POPLATEK MESICNE,1996-04-23,11671.7,0.0,0.0,0.0,9136.0,2535.7,1996-04-23,1998-01-13,699773.0,5783.247933884298,6225.204511072962,500.0,56535.0,28077.793388429753,9880.258416759956,359877.0,18780.0,321116.0,2455.0,146176.0,349922.0,7500.0,193720.0,0.0,550902.0,0.0,0.0,146176.0,240.0,2455.0,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,OWNER,F,1948-04-11,No Card,
424,6508,7437,1998-04-19,110736,48,2307.0,1,19,POPLATEK TYDNE,1997-08-08,9666.8,0.0,231.0,228.0,6901.0,2306.8,1997-08-08,1998-04-10,262170.0,4766.727272727273,5717.275984549083,13027.0,55991.0,30696.236363636363,11380.656944137043,148383.0,5896.0,107891.0,1093.0,29671.0,131490.0,15800.0,84116.0,0.0,232441.0,912.0,0.0,27604.0,120.0,1093.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1940-01-30,No Card,
428,6526,7523,1995-01-03,288468,36,8013.0,0,63,POPLATEK MESICNE,1994-08-29,8013.0,0.0,0.0,0.0,0.0,8013.0,1994-08-29,1994-12-31,142840.0,8402.35294117647,10797.236150638137,600.0,71939.0,36999.41176470588,16205.70588966593,95840.0,0.0,47000.0,491.0,0.0,0.0,95349.0,47000.0,0.0,142349.0,0.0,0.0,0.0,0.0,491.0,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,OWNER,F,1958-10-26,No Card,
429,6534,7542,1997-10-19,590820,60,9847.0,1,54,POPLATEK MESICNE,1996-05-16,16919.0,0.0,3389.0,0.0,3683.0,9847.0,1996-05-16,1997-10-14,541742.0,4880.558558558559,4510.806558970226,300.0,45146.0,27938.0,7850.9801715802005,286298.0,0.0,255444.0,1930.0,84864.0,0.0,284368.0,170580.0,0.0,495436.0,0.0,0.0,44196.0,180.0,1930.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1967-08-22,No Card,
432,6540,7562,1995-12-31,309600,48,6450.0,1,72,POPLATEK TYDNE,1995-01-17,6450.2,0.0,0.0,0.0,0.0,6450.2,1995-01-17,1995-12-23,898554.0,16045.607142857143,16733.06155509187,400.0,112363.0,58185.732142857145,20963.732462162592,467021.0,41153.0,390380.0,2208.0,0.0,464413.0,400.0,431533.0,0.0,896166.0,0.0,0.0,0.0,180.0,2208.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1975-06-26,No Card,
433,6541,7565,1997-08-17,153504,48,3198.0,1,59,POPLATEK MESICNE,1996-04-02,10074.8,0.0,228.0,0.0,6649.0,3197.8,1996-04-02,1997-08-14,691080.0,6225.945945945946,7501.284131082719,300.0,65102.0,33651.09009009009,12123.178795971078,359354.0,6373.0,325353.0,2396.0,89173.0,354958.0,2000.0,242553.0,0.0,602067.0,0.0,0.0,86437.0,180.0,2396.0,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,OWNER,M,1975-12-20,No Card,
434,6544,7594,1997-12-11,130464,48,2718.0,1,16,POPLATEK MESICNE,1996-02-16,8742.0,0.0,2375.0,1347.0,2302.0,2718.0,1996-02-16,1997-12-10,1563023.0,8183.366492146597,12109.247661089772,1000.0,132088.0,53546.785340314134,24632.085728534817,797974.0,94013.0,671036.0,4220.0,99896.0,0.0,793754.0,665153.0,0.0,1498832.0,22899.0,0.0,36832.0,240.0,4220.0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,M,1974-03-22,No Card,
435,6545,7606,1995-12-12,191880,60,3198.0,1,21,POPLATEK MESICNE,1995-03-15,13321.8,0.0,5856.0,0.0,4268.0,3197.8,1995-03-15,1995-12-11,1053901.0,12113.80459770115,14348.975915843856,400.0,128539.0,53685.620689655174,26747.66881876198,566210.0,81379.0,406312.0,1723.0,80992.0,0.0,564487.0,406699.0,0.0,1017914.0,0.0,0.0,34144.0,120.0,1723.0,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,OWNER,M,1949-03-08,No Card,
437,6550,7614,1996-05-18,320592,48,6679.0,1,62,POPLATEK MESICNE,1995-02-08,6678.7,0.0,0.0,0.0,0.0,6678.7,1995-02-08,1996-05-08,1221042.0,13875.477272727272,16061.93257791255,500.0,117828.0,60781.34090909091,21161.07233712786,645094.0,100598.0,475350.0,3442.0,0.0,641152.0,500.0,573148.0,2800.0,1217450.0,0.0,0.0,0.0,150.0,3442.0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,F,1970-11-09,classic,1996-02-21
438,6552,7632,1998-01-08,170448,48,3551.0,1,68,POPLATEK MESICNE,1996-09-22,13180.0,0.0,0.0,0.0,9629.0,3551.0,1996-09-22,1998-01-02,704844.0,8292.282352941176,9312.353493397595,1000.0,73025.0,39297.43529411765,12622.419725430222,373249.0,0.0,331595.0,2374.0,96290.0,0.0,370875.0,235305.0,0.0,606015.0,0.0,0.0,96290.0,165.0,2374.0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,F,1943-10-11,No Card,
440,6554,7637,1997-01-29,390096,48,8127.0,1,46,POPLATEK MESICNE,1996-08-19,17524.0,0.0,0.0,0.0,9397.0,8127.0,1996-08-19,1997-01-16,223879.0,13992.4375,12489.383913114636,900.0,77467.0,44346.25,20389.092095202934,134079.0,0.0,89800.0,525.0,0.0,0.0,133554.0,89800.0,0.0,223354.0,0.0,0.0,0.0,0.0,525.0,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,M,1978-09-26,junior,1998-07-01
442,6568,7713,1998-02-25,220440,60,3674.0,1,50,POPLATEK TYDNE,1996-05-25,12091.7,0.0,0.0,0.0,8418.0,3673.7,1996-05-25,1998-02-14,553618.0,7381.573333333334,10392.288907378124,600.0,99991.0,38280.18666666667,18059.016684563234,292509.0,8421.0,252688.0,2855.0,50508.0,0.0,289654.0,210601.0,0.0,500075.0,0.0,0.0,50508.0,180.0,2855.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,F,1955-11-02,No Card,
444,6571,7733,1998-05-12,140064,24,5836.0,1,19,POPLATEK TYDNE,1996-07-08,5836.0,0.0,0.0,0.0,0.0,5836.0,1996-07-08,1998-04-30,1955543.0,13771.429577464789,16429.094436135532,200.0,107276.0,66052.02112676056,20781.92793139389,1014709.0,172594.0,768240.0,6522.0,0.0,1005587.0,2600.0,940834.0,0.0,1948481.0,0.0,0.0,0.0,540.0,6522.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1950-07-18,classic,1998-07-09
448,6580,7769,1994-05-22,196080,48,4085.0,0,23,POPLATEK MESICNE,1993-10-03,4085.0,0.0,0.0,0.0,0.0,4085.0,1993-10-03,1994-05-14,492210.0,10472.553191489362,12891.99790366862,900.0,97457.0,49143.78723404255,23182.390610806455,289533.0,27802.0,174875.0,1355.0,0.0,0.0,288178.0,202677.0,0.0,490780.0,0.0,0.0,0.0,75.0,1355.0,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198,OWNER,M,1958-05-27,No Card,
449,6585,7795,1996-10-29,372120,60,6202.0,1,64,POPLATEK MESICNE,1995-01-05,6202.0,0.0,0.0,0.0,0.0,6202.0,1995-01-05,1996-10-26,2611329.0,15182.14534883721,14838.085294695818,500.0,128495.0,64044.104651162794,25895.8896185318,1328951.0,122278.0,1160100.0,5315.0,0.0,0.0,1323636.0,1282378.0,0.0,2605714.0,0.0,0.0,0.0,300.0,5315.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,M,1945-01-26,gold,1998-09-25
450,6589,7815,1996-01-01,189696,24,7904.0,0,19,POPLATEK TYDNE,1995-04-09,11843.8,0.0,268.0,2197.0,1475.0,7903.8,1995-04-09,1995-12-31,1030887.0,11583.0,15277.74242752568,700.0,125387.0,54136.96629213483,23400.669666238104,559760.0,34535.0,436592.0,1913.0,31252.0,0.0,557847.0,439875.0,0.0,999358.0,17576.0,0.0,11800.0,240.0,1913.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,M,1945-09-24,No Card,
452,6594,7824,1994-09-28,189696,24,7904.0,1,60,POPLATEK MESICNE,1994-05-17,11584.8,0.0,1525.0,0.0,2156.0,7903.8,1994-05-17,1994-09-14,22500.0,4500.0,4623.310502226733,600.0,22500.0,14900.0,8889.038193190532,22500.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,0.0,22500.0,0.0,0.0,0.0,0.0,0.0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,F,1970-02-19,No Card,
458,6607,7894,1997-10-21,153144,36,4254.0,1,27,POPLATEK MESICNE,1996-04-09,11738.7,0.0,2705.0,0.0,4780.0,4253.7,1996-04-09,1997-10-19,2098579.0,12272.391812865497,14617.88785071797,300.0,133012.0,58553.771929824565,25208.035619865033,1078145.0,162349.0,858085.0,4079.0,134730.0,0.0,1074066.0,875704.0,10000.0,2008205.0,0.0,0.0,86040.0,255.0,4079.0,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,M,1969-02-17,classic,1996-11-02
463,6625,7966,1997-09-07,473280,60,7888.0,1,54,POPLATEK MESICNE,1996-12-27,7887.7,0.0,0.0,0.0,0.0,7887.7,1996-12-27,1997-08-31,394015.0,9163.139534883721,13904.396109523872,500.0,109736.0,52777.25581395349,27659.792621449145,209954.0,20386.0,163675.0,2123.0,0.0,0.0,207831.0,184061.0,0.0,391817.0,0.0,0.0,0.0,75.0,2123.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1967-07-01,No Card,
